Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Warp Execution Efficiency(%),Local Memory Overhead(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Issue Slot Utilization(%),Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Control-Flow Instructions,Local Memory Store Throughput(bytes/sec),Bit-Convert Instructions,Misc Instructions,Local Memory Load Throughput(bytes/sec),Load/Store Instructions,L2 Write Transactions,FP Instructions(Single),L2 Read Transactions,Device Memory Write Transactions,Integer Instructions,Device Memory Read Transactions,FP Instructions(Double),Texture Cache Transactions,Issued Control-Flow Instructions,Warp Non-Predicated Execution Efficiency(%),System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),L2 Throughput (L1 Writes)(bytes/sec),Floating Point Operations(Double Precision Add),L2 Transactions (Atomic requests),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Atomic Throughput(bytes/sec),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precision FMA),L2 Throughput (Atomic requests)(bytes/sec),Instructions Executed,Instructions Issued,Atomic Transactions,Control-Flow Function Unit Utilization,Inter-Thread Instructions,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Texture Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Not Selected)(%),Achieved Occupancy,Texture Cache Throughput(bytes/sec)
"histo_kernel(unsigned char*, long, unsigned int*)",10429261147,56839,30,1,1,256,1,1,8,1024,0,4.299,0,100,633930927,0,576505568,0,36.365,22.659,0,590017417,12.336,1024,0,0,5,0,0,55659,56543,250685339291,457390,7881912,0,126976,0,545966,1012,0,3020,1126,323584,0,0,0,83295,21.769,2814968,0,569749643,1700241031,254666830873,155386266,0,1920,0,276,0,0,540473970,1048,0,116007,0,15.883,62.028,1.984,0,17.085,0,0,540473970,254228,259564,240,Low (1),0,Idle,0,255596,0,Low (1),Idle,0.141,Low (2),Low (3),Low (1),Low (1),Low (1),229,0.513,128925561,1.098,0.199,1.071,0.233,0
"histo_kernel(unsigned char*, long, unsigned int*)",10817916411,56079,30,1,1,256,1,1,8,1024,0,4.339,0,100,653364004,0,584318550,0,35.882,24.484,0,609425988,12.583,1024,0,0,9,0,0,55022,55665,251174806968,457324,7988730,0,126976,0,545900,1016,0,3048,1145,323584,0,0,0,83175,21.562,5135612,0,579753561,1739260685,254110094687,164339592,0,1920,0,288,0,0,547798641,1068,0,114592,0,15.281,62.454,2.016,0,17.204,0,0,547798641,259026,264418,240,Low (1),0,Idle,0,260450,0,Low (1),Idle,0.152,Low (2),Low (3),Low (1),Low (1),Low (1),329,0.491,187735159,1.106,0.21,1.086,0.234,0
"histo_kernel(unsigned char*, long, unsigned int*)",11206533435,56412,30,1,1,256,1,1,8,1024,0,4.402,0,100,659150535,0,580869318,0,36.312,26.437,0,599021484,12.376,1024,0,0,1,0,0,54328,55195,246542721406,456353,7941572,0,126976,0,544929,1384,0,3052,1162,323584,0,0,0,83463,21.79,567255,0,785081188,1731262851,250477203431,190597745,0,1920,0,336,0,0,544564986,1056,0,115302,0,16.042,61.823,2.021,0,17.009,0,0,544564986,257427,262816,240,Low (1),0,Idle,0,258848,0,Low (1),Idle,0.149,Low (2),Low (3),Low (1),Low (1),Low (1),265,0.524,150322626,1.124,0.203,1.106,0.231,0
"histo_kernel(unsigned char*, long, unsigned int*)",11595579291,56749,30,1,1,256,1,1,8,1024,0,4.379,0,100,651289009,0,577419866,0,36.188,26.118,0,620275247,12.388,1024,0,0,5,0,0,55678,55032,251168619711,460062,10149958,0,126976,0,548638,1332,0,3020,1155,323584,0,0,0,83987,21.684,2819432,0,751096935,1702937496,248254453822,161271564,0,1920,0,286,0,0,541331124,1100,0,116826,0,15.416,62.371,1.993,0,17.184,0,0,541331124,261873,267267,240,Low (1),0,Idle,0,263299,0,Low (1),Idle,0.146,Low (2),Low (3),Low (1),Low (1),Low (1),258,0.504,145482739,1.108,0.208,1.069,0.231,0
"histo_kernel(unsigned char*, long, unsigned int*)",11985020731,56856,30,1,1,256,1,1,8,1024,0,4.408,0,100,654003095,0,576333192,0,36.746,23.696,0,616856620,12.254,1024,0,0,5,0,0,55711,54034,250844519487,460607,12382158,0,126976,0,549183,1404,0,3080,1162,323584,0,0,0,83046,22.001,2814126,0,790206838,1733502180,243293654143,138455044,0,1920,0,246,0,0,540312368,1096,0,116305,0,15.408,62.438,1.996,0,17.169,0,0,540312368,255719,265240,240,Low (1),0,Idle,0,261272,0,Low (1),Idle,0.154,Low (2),Low (3),Low (1),Low (1),Low (1),286,0.477,160968059,1.107,0.193,1.058,0.23,0
"histo_kernel(unsigned char*, long, unsigned int*)",12373967707,57060,30,1,1,256,1,1,8,1024,0,4.357,0,100,620259376,0,574272695,0,35.634,26.857,0,614651244,12.03,1024,0,0,9,0,0,55769,55021,250207921486,462186,7851384,0,126976,0,550762,1396,0,3004,1106,323584,0,0,0,83396,21.391,5047318,0,782895198,1684682790,246852015422,170487206,0,1920,0,304,0,0,538380651,1096,0,117631,0,15.882,62.01,1.977,0,17.095,0,0,538380651,254275,259688,240,Low (1),0,Idle,0,255720,0,Low (1),Idle,0.147,Low (2),Low (3),Low (1),Low (1),Low (1),248,0.502,139081668,1.098,0.201,1.088,0.229,0
"histo_kernel(unsigned char*, long, unsigned int*)",12763994235,57367,30,1,1,256,1,1,8,1024,0,4.39,0,100,622518172,0,571199470,0,36.416,48.851,0,687224362,12.442,1024,0,0,13,0,0,55398,55361,247213345651,466830,5578119,0,126976,0,555406,2369,0,2080,1116,323584,0,0,0,83717,21.8,7251555,0,1321456586,1160248923,247048233304,429515226,0,1920,0,770,0,0,535499503,1232,0,116272,0,16.514,61.48,1.992,0,16.943,0,0,535499503,261005,266332,240,Low (1),0,Idle,0,262364,0,Low (1),Idle,0.153,Low (2),Low (3),Low (1),Low (1),Low (1),276,0.497,153956107,1.137,0.186,1.098,0.233,0
"histo_kernel(unsigned char*, long, unsigned int*)",13151590043,56984,30,1,1,256,1,1,8,1024,0,4.339,0,100,1191632739,0,575038607,0,36.177,46.667,0,860311666,12.583,1024,0,0,5,0,0,55068,55739,247392390846,461753,2246244,0,126976,0,550329,2191,0,2108,2122,323584,0,0,0,83506,21.698,2807805,0,1230380457,1183770883,250406851045,217885722,0,1920,0,388,0,0,539098694,1532,0,116831,0,15.341,62.416,2.019,0,17.162,0,0,539098694,256994,261931,240,Low (1),0,Idle,0,257963,0,Low (1),Idle,0.143,Low (2),Low (3),Low (1),Low (1),Low (1),1228,0.502,689597079,1.109,0.215,1.093,0.235,0
"histo_kernel(unsigned char*, long, unsigned int*)",13540829915,56562,30,1,1,256,1,1,8,1024,0,4.421,0,100,1238994377,0,579328878,0,35.625,47.216,0,857678299,12.49,1024,0,0,1,0,0,54480,54914,246576853718,458912,6789010,0,126976,0,547488,2329,0,2084,2190,323584,0,0,0,82375,21.473,565750,0,1317633747,1179024786,248541140695,239878363,0,1920,0,424,0,0,543120823,1516,0,114479,0,14.842,62.72,2.048,0,17.287,0,0,543120823,253439,262264,240,Low (1),0,Idle,0,258296,0,Low (1),Idle,0.143,Low (2),Low (3),Low (1),Low (1),Low (1),1324,0.502,749054135,1.126,0.206,1.127,0.234,0
"histo_kernel(unsigned char*, long, unsigned int*)",13936020187,57499,30,1,1,256,1,1,8,1024,0,4.394,0,100,635002347,0,569888171,0,35.955,44.768,0,667837701,12.487,1024,0,0,5,0,0,54980,54790,244784778865,456424,1113062,0,126976,0,545000,2243,0,2084,1141,323584,0,0,0,82567,21.628,2782657,0,1248299970,1159811474,243938851110,363971547,0,1920,0,654,0,0,534270161,1200,0,115613,0,15.783,62.047,2.023,0,17.134,0,0,534270161,258806,264203,240,Low (1),0,Idle,0,260235,0,Low (1),Idle,0.139,Low (2),Low (3),Low (1),Low (1),Low (1),263,0.463,146367762,1.144,0.217,1.05,0.235,0
